timestamp,rocket_x,rocket_y,rocket_z,rocket_vx,rocket_vy,rocket_vz,rocket_ax,rocket_ay,rocket_az,rocket_theta,rocket_phi,rocket_wy,rocket_psi,rocket_wx,rocket_wz,rocket_alphx,rocket_alphy,rocket_alphz,course_deviation,simSpeed,systemTime
175.000000,0.000009,0.070125,0.000000,0.000373,0.825000,0.000012,0.006588,4.999999,0.000230,0.000000,-0.000000,0.000000,0.000004,-0.000003,0.000084,-0.000052,0.000000,0.001492,0.070116,0.714286,55433.000000,
180.000000,0.000010,0.074375,0.000000,0.000406,0.850000,0.000013,0.006587,4.999999,0.000265,0.000000,-0.000000,0.000000,0.000004,-0.000003,0.000092,-0.000060,0.000000,0.001492,0.074365,0.714286,55440.000000,
185.000000,0.000011,0.078750,0.000000,0.000443,0.875000,0.000014,0.007377,4.999999,0.000265,0.000000,-0.000000,0.000000,0.000005,-0.000003,0.000100,-0.000060,0.000000,0.001671,0.078739,0.357143,55454.000000,
190.000000,0.000013,0.083250,0.000000,0.000480,0.900000,0.000016,0.007375,4.999999,0.000304,0.000000,-0.000000,0.000000,0.000005,-0.000004,0.000109,-0.000069,0.000000,0.001671,0.083237,0.714286,55461.000000,
195.000000,0.000014,0.087875,0.000000,0.000521,0.925000,0.000018,0.008210,4.999999,0.000304,0.000000,-0.000000,0.000000,0.000006,-0.000004,0.000118,-0.000069,0.000000,0.001861,0.087861,0.384615,55474.000000,
200.000000,0.000016,0.092625,0.000000,0.000562,0.950000,0.000019,0.008207,4.999999,0.000346,0.000000,-0.000000,0.000000,0.000007,-0.000004,0.000127,-0.000078,0.000000,0.001861,0.092609,0.555556,55484.000000,
205.000000,0.000017,0.097500,0.000001,0.000607,0.975000,0.000021,0.009088,4.999999,0.000346,0.000000,-0.000000,0.000000,0.000007,-0.000005,0.000137,-0.000078,0.000000,0.002060,0.097483,0.625000,55492.000000,
210.000000,0.000019,0.102500,0.000001,0.000653,1.000000,0.000023,0.009085,4.999999,0.000392,0.000000,-0.000000,0.000000,0.000008,-0.000005,0.000148,-0.000089,0.000000,0.002060,0.102481,0.500000,55502.000000,
215.000000,0.000021,0.107625,0.000001,0.000703,1.025000,0.000025,0.010010,4.999998,0.000392,0.000000,-0.000000,0.000000,0.000009,-0.000006,0.000159,-0.000089,0.000000,0.002270,0.107604,0.500000,55513.000000,
220.000000,0.000023,0.112875,0.000001,0.000753,1.050000,0.000027,0.010006,4.999998,0.000441,0.000000,-0.000000,0.000000,0.000010,-0.000006,0.000170,-0.000100,0.000000,0.002270,0.112852,0.500000,55523.000000,
225.000000,0.000025,0.118250,0.000001,0.000808,1.075000,0.000029,0.010977,4.999998,0.000441,0.000000,-0.000000,0.000000,0.000011,-0.000007,0.000183,-0.000100,0.000000,0.002491,0.118225,0.500000,55533.000000,
230.000000,0.000028,0.123750,0.000001,0.000862,1.100000,0.000032,0.010973,4.999998,0.000495,0.000000,-0.000000,0.000000,0.000011,-0.000007,0.000195,-0.000112,0.000000,0.002491,0.123722,0.625000,55541.000000,
235.000000,0.000030,0.129375,0.000001,0.000922,1.125000,0.000034,0.011988,4.999997,0.000495,0.000000,-0.000000,0.000000,0.000013,-0.000008,0.000209,-0.000112,0.000000,0.002721,0.129345,0.714286,55549.000000,
240.000000,0.000033,0.135125,0.000001,0.000982,1.150000,0.000037,0.011984,4.999998,0.000553,0.000000,-0.000000,0.000000,0.000014,-0.000008,0.000223,-0.000125,0.000000,0.002721,0.135092,0.714286,55556.000000,
245.000000,0.000036,0.141000,0.000001,0.001048,1.175000,0.000040,0.013045,4.999997,0.000553,0.000000,-0.000001,0.000000,0.000015,-0.000009,0.000237,-0.000125,0.000000,0.002962,0.140964,0.714286,55564.000000,
250.000000,0.000039,0.147000,0.000001,0.001113,1.200000,0.000043,0.013039,4.999997,0.000616,0.000000,-0.000001,0.000000,0.000016,-0.000010,0.000252,-0.000140,0.000000,0.002962,0.146961,0.625000,55573.000000,
255.000000,0.000042,0.153125,0.000001,0.001183,1.225000,0.000046,0.014145,4.999997,0.000616,0.000000,-0.000001,0.000000,0.000017,-0.000010,0.000268,-0.000140,0.000000,0.003214,0.153083,0.714286,55580.000000,
260.000000,0.000046,0.159375,0.000002,0.001254,1.250000,0.000049,0.014139,4.999997,0.000616,0.000000,-0.000001,0.000000,0.000019,-0.000011,0.000284,-0.000140,0.000000,0.003214,0.159329,0.416667,55592.000000,
265.000000,0.000049,0.165750,0.000002,0.001325,1.275000,0.000053,0.014133,4.999997,0.000714,0.000000,-0.000001,0.000000,0.000020,-0.000012,0.000300,-0.000162,0.000000,0.003214,0.165701,0.714286,55600.000000,
270.000000,0.000053,0.172250,0.000002,0.001404,1.300000,0.000056,0.015895,4.999996,0.000713,0.000000,-0.000001,0.000000,0.000022,-0.000013,0.000318,-0.000162,0.000000,0.003614,0.172197,0.714286,55607.000000,
275.000000,0.000057,0.178875,0.000002,0.001484,1.325000,0.000060,0.015888,4.999996,0.000773,0.000000,-0.000001,0.000000,0.000024,-0.000014,0.000337,-0.000176,0.000000,0.003614,0.178818,0.625000,55615.000000,
280.000000,0.000061,0.185625,0.000002,0.001569,1.350000,0.000064,0.017108,4.999995,0.000773,0.000000,-0.000001,0.000000,0.000025,-0.000014,0.000356,-0.000176,0.000000,0.003891,0.185564,0.714286,55623.000000,
285.000000,0.000066,0.192500,0.000002,0.001655,1.375000,0.000068,0.017100,4.999995,0.000877,0.000000,-0.000001,0.000000,0.000027,-0.000015,0.000375,-0.000199,0.000000,0.003891,0.192434,0.555556,55632.000000,
290.000000,0.000071,0.199500,0.000003,0.001747,1.400000,0.000073,0.018363,4.999994,0.000877,0.000000,-0.000001,0.000000,0.000029,-0.000016,0.000396,-0.000199,0.000000,0.004179,0.199429,0.625000,55641.000000,
295.000000,0.000076,0.206625,0.000003,0.001838,1.425000,0.000077,0.018354,4.999994,0.000964,0.000000,-0.000001,0.000000,0.000031,-0.000018,0.000417,-0.000219,0.000000,0.004179,0.206549,0.625000,55649.000000,
300.000000,0.000081,0.213875,0.000003,0.001937,1.450000,0.000082,0.019665,4.999994,0.000963,0.000000,-0.000001,0.000000,0.000034,-0.000019,0.000440,-0.000219,0.000000,0.004477,0.213794,0.625000,55658.000000,
305.000000,0.000086,0.221250,0.000003,0.002035,1.475000,0.000088,0.019655,4.999994,0.001056,0.000000,-0.000001,0.000000,0.000036,-0.000020,0.000462,-0.000240,0.000000,0.004478,0.221163,0.714286,55666.000000,
310.000000,0.000092,0.228750,0.000004,0.002140,1.500000,0.000093,0.021009,4.999993,0.001056,0.000000,-0.000001,0.000000,0.000038,-0.000021,0.000486,-0.000240,0.000000,0.004786,0.228658,0.454545,55677.000000,
315.000000,0.000098,0.236375,0.000004,0.002245,1.525000,0.000099,0.020998,4.999993,0.001155,0.000000,-0.000002,0.000000,0.000041,-0.000022,0.000510,-0.000263,0.000000,0.004786,0.236276,0.625000,55686.000000,
320.000000,0.000105,0.244125,0.000004,0.002357,1.549999,0.000104,0.022398,4.999992,0.001155,0.000000,-0.000002,0.000000,0.000044,-0.000024,0.000535,-0.000263,0.000000,0.005105,0.244020,0.714286,55693.000000,
325.000000,0.000112,0.252000,0.000004,0.002469,1.574999,0.000111,0.022385,4.999992,0.001261,0.000000,-0.000002,0.000000,0.000046,-0.000025,0.000561,-0.000287,0.000000,0.005106,0.251888,0.384615,55706.000000,
330.000000,0.000119,0.260000,0.000005,0.002588,1.599999,0.000117,0.023830,4.999991,0.001261,0.000000,-0.000002,0.000000,0.000049,-0.000027,0.000588,-0.000287,0.000000,0.005435,0.259881,0.555556,55716.000000,
335.000000,0.000126,0.268125,0.000005,0.002707,1.624999,0.000124,0.023817,4.999991,0.001374,0.000000,-0.000002,0.000000,0.000052,-0.000028,0.000615,-0.000313,0.000000,0.005435,0.267999,0.625000,55724.000000,
340.000000,0.000134,0.276375,0.000005,0.002834,1.649999,0.000131,0.025307,4.999990,0.001374,0.000000,-0.000002,0.000000,0.000056,-0.000030,0.000644,-0.000313,0.000000,0.005776,0.276241,0.625000,55732.000000,
345.000000,0.000142,0.284750,0.000006,0.002960,1.674999,0.000138,0.025292,4.999990,0.001494,0.000000,-0.000002,0.000000,0.000059,-0.000031,0.000673,-0.000340,0.000000,0.005776,0.284608,0.625000,55740.000000,
350.000000,0.000150,0.293250,0.000006,0.003094,1.699999,0.000146,0.026828,4.999989,0.001494,0.000000,-0.000003,0.000000,0.000062,-0.000033,0.000704,-0.000340,0.000000,0.006126,0.293100,0.714286,55748.000000,
355.000000,0.000159,0.301875,0.000007,0.003228,1.724999,0.000154,0.026812,4.999989,0.001623,0.000000,-0.000003,0.000000,0.000066,-0.000035,0.000734,-0.000369,0.000000,0.006127,0.301716,0.625000,55756.000000,
360.000000,0.000168,0.310625,0.000007,0.003370,1.749999,0.000162,0.028393,4.999988,0.001622,0.000000,-0.000003,0.000000,0.000070,-0.000037,0.000767,-0.000369,0.000000,0.006488,0.310457,0.714286,55764.000000,
365.000000,0.000178,0.319500,0.000008,0.003512,1.774999,0.000171,0.028375,4.999988,0.001759,0.000000,-0.000003,0.000000,0.000074,-0.000039,0.000799,-0.000401,0.000000,0.006488,0.319322,0.625000,55772.000000,
370.000000,0.000188,0.328500,0.000008,0.003662,1.799999,0.000180,0.030002,4.999986,0.001758,0.000000,-0.000003,0.000000,0.000078,-0.000041,0.000834,-0.000401,0.000000,0.006860,0.328312,0.833333,55779.000000,
375.000000,0.000198,0.337625,0.000009,0.003812,1.824999,0.000189,0.029982,4.999987,0.001903,0.000000,-0.000004,0.000000,0.000082,-0.000043,0.000868,-0.000434,0.000000,0.006860,0.337427,0.625000,55788.000000,
380.000000,0.000209,0.346875,0.000009,0.003970,1.849999,0.000199,0.031654,4.999985,0.001902,0.000000,-0.000004,0.000000,0.000087,-0.000045,0.000904,-0.000434,0.000000,0.007243,0.346666,0.714286,55796.000000,
385.000000,0.000220,0.356250,0.000010,0.004129,1.874999,0.000209,0.031633,4.999985,0.002057,0.000000,-0.000004,0.000000,0.000092,-0.000047,0.000940,-0.000469,0.000000,0.007243,0.356030,0.555556,55805.000000,
390.000000,0.000232,0.365750,0.000010,0.004295,1.899999,0.000219,0.033351,4.999984,0.002056,0.000000,-0.000004,0.000000,0.000097,-0.000050,0.000978,-0.000469,0.000000,0.007636,0.365518,0.416667,55818.000000,
395.000000,0.000244,0.375375,0.000011,0.004462,1.924999,0.000230,0.033328,4.999984,0.002220,0.000000,-0.000005,0.000000,0.000102,-0.000052,0.001017,-0.000506,0.000000,0.007637,0.375131,0.625000,55826.000000,
400.000000,0.000257,0.385125,0.000012,0.004637,1.949998,0.000241,0.035091,4.999982,0.002219,0.000000,-0.000005,0.000000,0.000107,-0.000055,0.001057,-0.000506,0.000000,0.008041,0.384868,0.500000,55836.000000,
405.000000,0.000270,0.395000,0.000012,0.004813,1.974998,0.000253,0.035066,4.999983,0.002392,0.000000,-0.000005,0.000000,0.000112,-0.000058,0.001097,-0.000546,0.000000,0.008041,0.394730,0.714286,55844.000000,
410.000000,0.000283,0.405000,0.000013,0.004997,1.999998,0.000265,0.036874,4.999981,0.002391,0.000000,-0.000005,0.000000,0.000118,-0.000060,0.001139,-0.000546,0.000000,0.008456,0.404716,0.555556,55854.000000,
415.000000,0.000297,0.415125,0.000014,0.005181,2.024998,0.000278,0.036848,4.999981,0.002575,0.000000,-0.000006,0.000000,0.000124,-0.000063,0.001182,-0.000588,0.000000,0.008456,0.414827,0.714286,55861.000000,
420.000000,0.000312,0.425375,0.000014,0.005375,2.049998,0.000291,0.038702,4.999979,0.002574,0.000000,-0.000006,0.000000,0.000130,-0.000066,0.001226,-0.000588,0.000000,0.008881,0.425063,0.625000,55869.000000,
425.000000,0.000327,0.435750,0.000015,0.005568,2.074998,0.000305,0.038673,4.999980,0.002768,0.000000,-0.000006,0.000000,0.000137,-0.000069,0.001270,-0.000632,0.000000,0.008882,0.435422,0.833333,55876.000000,
430.000000,0.000343,0.446250,0.000016,0.005771,2.099998,0.000319,0.040572,4.999977,0.002767,0.000000,-0.000007,0.000000,0.000143,-0.000073,0.001317,-0.000632,0.000000,0.009318,0.445907,0.625000,55884.000000,
435.000000,0.000359,0.456875,0.000017,0.005974,2.124998,0.000333,0.040541,4.999978,0.002973,0.000000,-0.000007,0.000000,0.000150,-0.000076,0.001364,-0.000679,0.000000,0.009318,0.456515,0.714286,55892.000000,
440.000000,0.000376,0.467625,0.000018,0.006186,2.149998,0.000348,0.042487,4.999976,0.002971,0.000000,-0.000008,0.000000,0.000157,-0.000079,0.001412,-0.000679,0.000000,0.009765,0.467249,0.714286,55900.000000,
445.000000,0.000393,0.478500,0.000019,0.006398,2.174998,0.000364,0.042454,4.999976,0.003188,0.000000,-0.000008,0.000000,0.000164,-0.000083,0.001461,-0.000729,0.000000,0.009766,0.478106,0.714286,55907.000000,
450.000000,0.000411,0.489500,0.000020,0.006621,2.199997,0.000380,0.044444,4.999974,0.003186,0.000000,-0.000008,0.000000,0.000172,-0.000087,0.001512,-0.000729,0.000000,0.010224,0.489088,0.833333,55914.000000,
455.000000,0.000430,0.500625,0.000021,0.006843,2.224997,0.000397,0.044409,4.999975,0.003416,0.000000,-0.000009,0.000000,0.000180,-0.000091,0.001563,-0.000781,0.000000,0.010224,0.500195,0.454545,55926.000000,
460.000000,0.000449,0.511875,0.000022,0.007075,2.249997,0.000414,0.046446,4.999972,0.003414,0.000000,-0.000009,0.000000,0.000188,-0.000094,0.001617,-0.000781,0.000000,0.010693,0.511425,0.625000,55934.000000,
465.000000,0.000469,0.523250,0.000023,0.007307,2.274997,0.000433,0.046407,4.999973,0.003656,0.000000,-0.000010,0.000000,0.000196,-0.000099,0.001670,-0.000836,0.000000,0.010693,0.522780,0.833333,55941.000000,
470.000000,0.000489,0.534750,0.000025,0.007549,2.299997,0.000451,0.048490,4.999970,0.003654,0.000000,-0.000010,0.000000,0.000205,-0.000103,0.001726,-0.000836,0.000000,0.011173,0.534260,0.625000,55949.000000,
475.000000,0.000511,0.546375,0.000026,0.007792,2.324997,0.000470,0.048449,4.999971,0.003909,0.000000,-0.000011,0.000000,0.000214,-0.000107,0.001782,-0.000895,0.000000,0.011174,0.545864,0.714286,55957.000000,
480.000000,0.000532,0.558125,0.000027,0.008045,2.349997,0.000490,0.050578,4.999968,0.003906,0.000000,-0.000011,0.000000,0.000223,-0.000112,0.001840,-0.000895,0.000000,0.011664,0.557592,0.714286,55964.000000,
485.000000,0.000555,0.570000,0.000029,0.008297,2.374996,0.000511,0.050534,4.999969,0.004175,0.000000,-0.000012,0.000000,0.000232,-0.000117,0.001899,-0.000956,0.000000,0.011665,0.569444,0.625000,55973.000000,
490.000000,0.000578,0.582000,0.000030,0.008561,2.399996,0.000532,0.052708,4.999966,0.004172,0.000000,-0.000013,0.000000,0.000242,-0.000121,0.001960,-0.000956,0.000000,0.012167,0.581421,0.714286,55980.000000,
495.000000,0.000602,0.594125,0.000032,0.008824,2.424996,0.000554,0.052662,4.999967,0.004455,0.000000,-0.000013,0.000000,0.000252,-0.000126,0.002020,-0.001021,0.000000,0.012167,0.593522,0.500000,55990.000000,
500.000000,0.000627,0.606375,0.000033,0.009099,2.449996,0.000576,0.054882,4.999964,0.004452,0.000000,-0.000014,0.000000,0.000263,-0.000131,0.002084,-0.001021,0.000000,0.012680,0.605747,0.714286,55998.000000,
505.000000,0.000652,0.618750,0.000035,0.009373,2.474996,0.000600,0.054833,4.999966,0.004750,0.000000,-0.000015,0.000000,0.000273,-0.000137,0.002147,-0.001088,0.000000,0.012681,0.618097,0.625000,56006.000000,
510.000000,0.000678,0.631249,0.000037,0.009658,2.499996,0.000624,0.057099,4.999963,0.004747,0.000000,-0.000015,0.000000,0.000284,-0.000142,0.002213,-0.001089,0.000000,0.013205,0.630571,0.555556,56016.000000,
515.000000,0.000705,0.643874,0.000038,0.009943,2.524995,0.000649,0.057047,4.999964,0.005059,0.000000,-0.000016,0.000000,0.000296,-0.000148,0.002279,-0.001160,0.000000,0.013205,0.643169,0.714286,56023.000000,
520.000000,0.000733,0.656624,0.000040,0.010240,2.549995,0.000674,0.059359,4.999961,0.005056,0.000000,-0.000017,0.000000,0.000308,-0.000154,0.002348,-0.001160,0.000000,0.013740,0.655891,0.454545,56034.000000,
525.000000,0.000761,0.669499,0.000042,0.010537,2.574995,0.000701,0.059304,4.999962,0.005384,0.000000,-0.000018,0.000000,0.000320,-0.000160,0.002417,-0.001235,0.000000,0.013741,0.668737,0.714286,56042.000000,
530.000000,0.000791,0.682499,0.000044,0.010845,2.599995,0.000728,0.061662,4.999959,0.005380,0.000000,-0.000018,0.000000,0.000332,-0.000166,0.002488,-0.001235,0.000000,0.014287,0.681708,0.625000,56051.000000,
535.000000,0.000821,0.695624,0.000046,0.011153,2.624995,0.000757,0.061603,4.999960,0.005725,0.000000,-0.000019,0.000000,0.000345,-0.000173,0.002560,-0.001314,0.000000,0.014288,0.694803,0.714286,56058.000000,
540.000000,0.000852,0.708874,0.000048,0.011473,2.649994,0.000785,0.064008,4.999957,0.005721,0.000000,-0.000020,0.000000,0.000358,-0.000179,0.002634,-0.001314,0.000000,0.014845,0.708021,0.833333,56065.000000,
545.000000,0.000884,0.722249,0.000050,0.011793,2.674994,0.000816,0.063945,4.999959,0.006083,0.000000,-0.000021,0.000000,0.000372,-0.000186,0.002708,-0.001397,0.000000,0.014846,0.721365,0.625000,56073.000000,
550.000000,0.000917,0.735749,0.000053,0.012125,2.699994,0.000846,0.066397,4.999955,0.006078,0.000000,-0.000022,0.000000,0.000386,-0.000193,0.002785,-0.001397,0.000000,0.015415,0.734832,0.833333,56080.000000,
555.000000,0.000950,0.749374,0.000055,0.012456,2.724994,0.000878,0.066330,4.999957,0.006457,0.000000,-0.000023,0.000000,0.000400,-0.000201,0.002862,-0.001483,0.000000,0.015415,0.748423,0.625000,56088.000000,
560.000000,0.000985,0.763124,0.000058,0.012801,2.749993,0.000911,0.068828,4.999953,0.006453,0.000000,-0.000024,0.000000,0.000415,-0.000208,0.002942,-0.001483,0.000000,0.015996,0.762138,0.384615,56102.000000,
565.000000,0.001020,0.776999,0.000060,0.013144,2.774993,0.000945,0.068758,4.999955,0.006850,0.000000,-0.000025,0.000000,0.000430,-0.000216,0.003022,-0.001574,0.000000,0.015996,0.775978,0.714286,56110.000000,
570.000000,0.001057,0.790999,0.000063,0.013501,2.799993,0.000979,0.071302,4.999952,0.006845,0.000000,-0.000026,0.000000,0.000445,-0.000224,0.003105,-0.001574,0.000000,0.016588,0.789941,0.625000,56119.000000,
575.000000,0.001094,0.805124,0.000066,0.013857,2.824993,0.001016,0.071228,4.999954,0.007261,0.000000,-0.000027,0.000000,0.000461,-0.000232,0.003188,-0.001670,0.000000,0.016589,0.804029,0.833333,56125.000000,
580.000000,0.001133,0.819374,0.000068,0.014226,2.849992,0.001052,0.073819,4.999950,0.007255,0.000000,-0.000029,0.000000,0.000478,-0.000241,0.003274,-0.001670,0.000000,0.017192,0.818240,0.714286,56132.000000,
585.000000,0.001172,0.833749,0.000071,0.014595,2.874992,0.001090,0.073741,4.999953,0.007690,0.000000,-0.000030,0.000000,0.000494,-0.000250,0.003360,-0.001769,0.000000,0.017192,0.832576,0.500000,56143.000000,
590.000000,0.001212,0.848249,0.000074,0.014977,2.899992,0.001129,0.076379,4.999949,0.007685,0.000000,-0.000031,0.000000,0.000512,-0.000258,0.003449,-0.001769,0.000000,0.017807,0.847035,0.714286,56150.000000,
595.000000,0.001254,0.862874,0.000078,0.015358,2.9
