timestamp,setPoint,xAngVel,simSpeed,thrustPitch,xAngle,systemTime
181.000000,-0.349066,-0.062390,0.333333,-0.174370,-0.004103,35746.000000,
182.000000,-0.349066,-0.063004,0.250000,-0.182035,-0.004166,35751.000000,
183.000000,-0.349066,-0.063617,0.200000,-0.182035,-0.004229,35756.000000,
184.000000,-0.349066,-0.064257,0.333333,-0.182035,-0.004294,35760.000000,
185.000000,-0.349066,-0.064898,0.333333,-0.182035,-0.004358,35763.000000,
186.000000,-0.349066,-0.065539,0.333333,-0.182035,-0.004424,35766.000000,
187.000000,-0.349066,-0.066179,0.500000,-0.182035,-0.004490,35769.000000,
188.000000,-0.349066,-0.066820,0.333333,-0.182035,-0.004557,35773.000000,
189.000000,-0.349066,-0.067461,0.333333,-0.182035,-0.004624,35777.000000,
190.000000,-0.349066,-0.068102,0.333333,-0.182035,-0.004693,35780.000000,
191.000000,-0.349066,-0.068742,0.500000,-0.182035,-0.004761,35783.000000,
192.000000,-0.349066,-0.069383,0.500000,-0.189505,-0.004831,35786.000000,
193.000000,-0.349066,-0.070024,0.250000,-0.189505,-0.004901,35790.000000,
194.000000,-0.349066,-0.070691,0.250000,-0.189505,-0.004971,35794.000000,
195.000000,-0.349066,-0.071359,0.333333,-0.189505,-0.005043,35797.000000,
196.000000,-0.349066,-0.072026,0.500000,-0.189505,-0.005115,35800.000000,
197.000000,-0.349066,-0.072694,0.500000,-0.189505,-0.005187,35803.000000,
198.000000,-0.349066,-0.073361,0.250000,-0.189505,-0.005261,35807.000000,
199.000000,-0.349066,-0.074029,0.333333,-0.189505,-0.005335,35811.000000,
200.000000,-0.349066,-0.074697,0.500000,-0.189505,-0.005410,35814.000000,
201.000000,-0.349066,-0.075364,0.333333,-0.189505,-0.005485,35817.000000,
202.000000,-0.349066,-0.076032,0.333333,-0.196773,-0.005561,35820.000000,
203.000000,-0.349066,-0.076699,0.200000,-0.196773,-0.005638,35826.000000,
204.000000,-0.349066,-0.077393,0.333333,-0.196773,-0.005715,35829.000000,
205.000000,-0.349066,-0.078087,0.500000,-0.196773,-0.005793,35832.000000,
206.000000,-0.349066,-0.078781,0.500000,-0.196773,-0.005872,35835.000000,
207.000000,-0.349066,-0.079474,0.333333,-0.196773,-0.005951,35838.000000,
208.000000,-0.349066,-0.080168,0.250000,-0.196773,-0.006032,35842.000000,
209.000000,-0.349066,-0.080862,0.500000,-0.196773,-0.006112,35845.000000,
210.000000,-0.349066,-0.081556,0.500000,-0.196773,-0.006194,35848.000000,
211.000000,-0.349066,-0.082249,0.500000,-0.196773,-0.006276,35851.000000,
212.000000,-0.349066,-0.082943,0.333333,-0.203832,-0.006359,35854.000000,
213.000000,-0.349066,-0.083637,0.250000,-0.203832,-0.006443,35859.000000,
214.000000,-0.349066,-0.084356,0.500000,-0.203832,-0.006527,35862.000000,
215.000000,-0.349066,-0.085075,0.500000,-0.203832,-0.006612,35865.000000,
216.000000,-0.349066,-0.085795,0.500000,-0.203832,-0.006698,35867.000000,
217.000000,-0.349066,-0.086514,0.333333,-0.203832,-0.006784,35870.000000,
218.000000,-0.349066,-0.087233,0.200000,-0.203832,-0.006872,35876.000000,
219.000000,-0.349066,-0.087952,0.500000,-0.203832,-0.006960,35879.000000,
220.000000,-0.349066,-0.088672,0.500000,-0.203832,-0.007048,35882.000000,
221.000000,-0.349066,-0.089391,0.500000,-0.203832,-0.007138,35885.000000,
222.000000,-0.349066,-0.090110,0.250000,-0.210676,-0.007228,35889.000000,
223.000000,-0.349066,-0.090829,0.333333,-0.210676,-0.007319,35892.000000,
224.000000,-0.349066,-0.091573,0.500000,-0.210676,-0.007410,35895.000000,
225.000000,-0.349066,-0.092317,0.500000,-0.210676,-0.007503,35898.000000,
226.000000,-0.349066,-0.093061,0.500000,-0.210676,-0.007596,35901.000000,
227.000000,-0.349066,-0.093805,0.250000,-0.210676,-0.007689,35905.000000,
228.000000,-0.349066,-0.094549,0.333333,-0.210676,-0.007784,35909.000000,
229.000000,-0.349066,-0.095293,0.500000,-0.210676,-0.007879,35912.000000,
230.000000,-0.349066,-0.096038,0.500000,-0.210676,-0.007975,35915.000000,
231.000000,-0.349066,-0.096782,0.333333,-0.210676,-0.008072,35918.000000,
232.000000,-0.349066,-0.097526,0.250000,-0.217297,-0.008170,35923.000000,
233.000000,-0.349066,-0.098270,0.333333,-0.217297,-0.008268,35926.000000,
234.000000,-0.349066,-0.099038,0.333333,-0.217297,-0.008367,35929.000000,
235.000000,-0.349066,-0.099806,0.333333,-0.217297,-0.008467,35932.000000,
236.000000,-0.349066,-0.100574,0.333333,-0.217297,-0.008567,35935.000000,
237.000000,-0.349066,-0.101342,0.250000,-0.217297,-0.008669,35939.000000,
238.000000,-0.349066,-0.102110,0.333333,-0.217297,-0.008771,35943.000000,
239.000000,-0.349066,-0.102878,0.500000,-0.217297,-0.008874,35946.000000,
240.000000,-0.349066,-0.103646,0.333333,-0.217297,-0.008977,35949.000000,
241.000000,-0.349066,-0.104414,0.250000,-0.217297,-0.009082,35953.000000,
242.000000,-0.349066,-0.105182,0.200000,-0.223690,-0.009187,35958.000000,
243.000000,-0.349066,-0.105950,0.500000,-0.223690,-0.009293,35961.000000,
244.000000,-0.349066,-0.106742,0.500000,-0.223690,-0.009400,35964.000000,
245.000000,-0.349066,-0.107533,0.500000,-0.223690,-0.009507,35967.000000,
246.000000,-0.349066,-0.108324,0.500000,-0.223690,-0.009615,35970.000000,
247.000000,-0.349066,-0.109115,0.333333,-0.223690,-0.009725,35973.000000,
248.000000,-0.349066,-0.109907,0.333333,-0.223690,-0.009834,35976.000000,
249.000000,-0.349066,-0.110698,0.333333,-0.223690,-0.009945,35980.000000,
250.000000,-0.349066,-0.111489,0.333333,-0.223690,-0.010057,35983.000000,
251.000000,-0.349066,-0.112281,0.500000,-0.223690,-0.010169,35986.000000,
252.000000,-0.349066,-0.113072,0.250000,-0.223690,-0.010282,35990.000000,
253.000000,-0.349066,-0.113863,0.500000,-0.230441,-0.010396,35993.000000,
254.000000,-0.349066,-0.114655,0.333333,-0.230441,-0.010511,35996.000000,
255.000000,-0.349066,-0.115471,0.333333,-0.230441,-0.010626,35999.000000,
256.000000,-0.349066,-0.116287,0.500000,-0.230441,-0.010742,36002.000000,
257.000000,-0.349066,-0.117102,0.333333,-0.230441,-0.010859,36006.000000,
258.000000,-0.349066,-0.117918,0.333333,-0.230441,-0.010977,36010.000000,
259.000000,-0.349066,-0.118734,0.333333,-0.230441,-0.011096,36013.000000,
260.000000,-0.349066,-0.119550,0.500000,-0.230441,-0.011216,36015.000000,
261.000000,-0.349066,-0.120366,0.500000,-0.230441,-0.011336,36018.000000,
262.000000,-0.349066,-0.121182,0.333333,-0.230441,-0.011457,36022.000000,
263.000000,-0.349066,-0.121998,0.333333,-0.236335,-0.011579,36026.000000,
264.000000,-0.349066,-0.122814,0.333333,-0.236335,-0.011702,36029.000000,
265.000000,-0.349066,-0.123651,0.333333,-0.236335,-0.011826,36032.000000,
266.000000,-0.349066,-0.124489,0.500000,-0.236335,-0.011950,36035.000000,
267.000000,-0.349066,-0.125326,0.333333,-0.236335,-0.012075,36039.000000,
268.000000,-0.349066,-0.126164,0.250000,-0.236335,-0.012202,36043.000000,
269.000000,-0.349066,-0.127001,0.333333,-0.236335,-0.012329,36046.000000,
270.000000,-0.349066,-0.127839,0.500000,-0.236335,-0.012456,36049.000000,
271.000000,-0.349066,-0.128676,0.500000,-0.236335,-0.012585,36052.000000,
272.000000,-0.349066,-0.129514,0.333333,-0.236335,-0.012715,36056.000000,
273.000000,-0.349066,-0.130351,0.333333,-0.241982,-0.012845,36059.000000,
274.000000,-0.349066,-0.131189,0.333333,-0.241982,-0.012976,36062.000000,
275.000000,-0.349066,-0.132047,0.500000,-0.241982,-0.013108,36065.000000,
276.000000,-0.349066,-0.132905,0.500000,-0.241982,-0.013241,36068.000000,
277.000000,-0.349066,-0.133763,0.250000,-0.241982,-0.013375,36072.000000,
278.000000,-0.349066,-0.134621,0.333333,-0.241982,-0.013509,36076.000000,
279.000000,-0.349066,-0.135479,0.250000,-0.241982,-0.013645,36080.000000,
280.000000,-0.349066,-0.136337,0.250000,-0.241982,-0.013781,36085.000000,
281.000000,-0.349066,-0.137195,0.125000,-0.241982,-0.013918,36093.000000,
282.000000,-0.349066,-0.138054,0.166667,-0.241982,-0.014057,36100.000000,
283.000000,-0.349066,-0.138912,0.166667,-0.247378,-0.014195,36107.000000,
284.000000,-0.349066,-0.139770,0.250000,-0.247378,-0.014335,36111.000000,
285.000000,-0.349066,-0.140648,0.250000,-0.247378,-0.014476,36116.000000,
286.000000,-0.349066,-0.141526,0.250000,-0.247378,-0.014617,36120.000000,
287.000000,-0.349066,-0.142404,0.250000,-0.247378,-0.014760,36125.000000,
288.000000,-0.349066,-0.143282,0.333333,-0.247378,-0.014903,36128.000000,
289.000000,-0.349066,-0.144160,0.250000,-0.247378,-0.015047,36133.000000,
290.000000,-0.349066,-0.145037,0.250000,-0.247378,-0.015192,36137.000000,
291.000000,-0.349066,-0.145915,0.166667,-0.247378,-0.015338,36143.000000,
292.000000,-0.349066,-0.146793,0.200000,-0.247378,-0.015485,36149.000000,
293.000000,-0.349066,-0.147671,0.200000,-0.252517,-0.015633,36154.000000,
294.000000,-0.349066,-0.148549,0.200000,-0.252517,-0.015781,36160.000000,
295.000000,-0.349066,-0.149446,0.250000,-0.252517,-0.015931,36164.000000,
296.000000,-0.349066,-0.150343,0.250000,-0.252517,-0.016081,36169.000000,
297.000000,-0.349066,-0.151240,0.166667,-0.252517,-0.016232,36176.000000,
298.000000,-0.349066,-0.152136,0.250000,-0.252517,-0.016384,36180.000000,
299.000000,-0.349066,-0.153033,0.250000,-0.252517,-0.016537,36185.000000,
300.000000,-0.349066,-0.153930,0.200000,-0.252517,-0.016691,36191.000000,
301.000000,-0.349066,-0.154827,0.250000,-0.252517,-0.016846,36195.000000,
302.000000,-0.349066,-0.155724,0.250000,-0.252517,-0.017002,36199.000000,
303.000000,-0.349066,-0.156621,0.250000,-0.257394,-0.017159,36204.000000,
304.000000,-0.349066,-0.157517,0.200000,-0.257394,-0.017316,36209.000000,
305.000000,-0.349066,-0.158432,0.333333,-0.257394,-0.017474,36213.000000,
306.000000,-0.349066,-0.159347,0.333333,-0.257394,-0.017634,36216.000000,
307.000000,-0.349066,-0.160262,0.333333,-0.257394,-0.017794,36220.000000,
308.000000,-0.349066,-0.161176,0.200000,-0.257394,-0.017955,36226.000000,
