timestamp,rocket_x,rocket_y,rocket_ay,rocket_z,rocket_vx,rocket_vy,rocket_vz,rocket_ax,rocket_az,rocket_theta,rocket_phi,rocket_wy,rocket_psi,rocket_wx,rocket_wz,rocket_alphx,rocket_alphy,rocket_alphz,course_deviation,simSpeed,systemTime
295.000000,0.000000,0.206625,4.999942,0.000019,-0.000086,1.424995,-0.010100,-0.001017,-0.081709,0.000000,0.000230,-0.000000,-0.000001,0.002584,-0.000022,0.021026,-0.000000,-0.000260,0.000019,1.250000,27061.000000,
300.000000,0.000000,0.213874,4.999936,0.000020,-0.000092,1.449994,-0.010530,-0.001116,-0.085903,0.000000,0.000243,-0.000000,-0.000002,0.002695,-0.000023,0.022107,-0.000000,-0.000285,0.000020,1.000000,27067.000000,
305.000000,0.000000,0.221249,4.999939,0.000021,-0.000097,1.474994,-0.010959,-0.001115,-0.085840,0.000000,0.000257,-0.000000,-0.000002,0.002806,-0.000025,0.022108,-0.000000,-0.000285,0.000021,1.250000,27071.000000,
310.000000,0.000000,0.228749,4.999932,0.000023,-0.000103,1.499994,-0.011409,-0.001220,-0.090086,0.000000,0.000272,-0.000000,-0.000002,0.002922,-0.000026,0.023204,-0.000000,-0.000312,0.000023,1.250000,27075.000000,
315.000000,0.000000,0.236374,4.999935,0.000024,-0.000110,1.524993,-0.011860,-0.001219,-0.090018,0.000000,0.000287,-0.000000,-0.000002,0.003038,-0.000028,0.023205,-0.000000,-0.000312,0.000024,0.833333,27081.000000,
320.000000,0.000000,0.244124,4.999929,0.000026,-0.000116,1.549993,-0.012331,-0.001331,-0.094312,0.000000,0.000303,-0.000000,-0.000002,0.003159,-0.000030,0.024315,-0.000000,-0.000340,0.000026,1.000000,27087.000000,
325.000000,0.000000,0.251999,4.999932,0.000027,-0.000123,1.574993,-0.012802,-0.001330,-0.094238,0.000000,0.000319,-0.000000,-0.000002,0.003281,-0.000031,0.024315,-0.000000,-0.000341,0.000027,0.833333,27093.000000,
330.000000,0.000000,0.259999,4.999926,0.000029,-0.000130,1.599992,-0.013295,-0.001448,-0.098574,0.000000,0.000336,-0.000000,-0.000002,0.003408,-0.000033,0.025438,-0.000000,-0.000371,0.000029,0.833333,27100.000000,
335.000000,0.000000,0.268124,4.999930,0.000031,-0.000137,1.624992,-0.013788,-0.001447,-0.098494,0.000000,0.000354,-0.000000,-0.000003,0.003535,-0.000035,0.025438,-0.000000,-0.000371,0.000031,1.250000,27105.000000,
340.000000,0.000000,0.276374,4.999923,0.000033,-0.000145,1.649992,-0.014302,-0.001572,-0.102869,0.000000,0.000372,-0.000000,-0.000003,0.003668,-0.000037,0.026572,-0.000000,-0.000403,0.000033,1.250000,27109.000000,
345.000000,0.000000,0.284749,4.999927,0.000035,-0.000153,1.674991,-0.014816,-0.001571,-0.102783,0.000000,0.000391,-0.000000,-0.000003,0.003801,-0.000039,0.026573,-0.000000,-0.000403,0.000035,0.833333,27116.000000,
350.000000,0.000000,0.293249,4.999921,0.000037,-0.000162,1.699991,-0.015352,-0.001703,-0.107192,0.000000,0.000411,-0.000000,-0.000003,0.003939,-0.000041,0.027717,-0.000000,-0.000436,0.000037,0.833333,27123.000000,
355.000000,0.000000,0.301874,4.999926,0.000039,-0.000170,1.724990,-0.015887,-0.001702,-0.107099,0.000000,0.000431,-0.000000,-0.000003,0.004078,-0.000043,0.027718,-0.000000,-0.000436,0.000039,1.000000,27128.000000,
360.000000,0.000000,0.310624,4.999919,0.000041,-0.000179,1.749990,-0.016445,-0.001841,-0.111537,0.000000,0.000452,-0.000000,-0.000004,0.004222,-0.000046,0.028870,-0.000000,-0.000472,0.000041,0.833333,27135.000000,
365.000000,0.000000,0.319499,4.999925,0.000043,-0.000189,1.774990,-0.017002,-0.001840,-0.111438,0.000000,0.000474,-0.000000,-0.000004,0.004367,-0.000048,0.028871,-0.000000,-0.000472,0.000043,1.250000,27139.000000,
370.000000,0.000000,0.328499,4.999918,0.000046,-0.000198,1.799989,-0.017582,-0.001986,-0.115900,0.000000,0.000497,-0.000000,-0.000004,0.004517,-0.000051,0.030032,-0.000000,-0.000509,0.000046,1.250000,27143.000000,
375.000000,0.000000,0.337623,4.999924,0.000048,-0.000208,1.824989,-0.018161,-0.001985,-0.115793,0.000000,0.000520,-0.000000,-0.000004,0.004667,-0.000053,0.030033,-0.000000,-0.000509,0.000048,1.000000,27149.000000,
380.000000,0.000000,0.346873,4.999918,0.000051,-0.000219,1.849988,-0.018762,-0.002139,-0.120275,0.000000,0.000544,-0.000000,-0.000005,0.004823,-0.000056,0.031201,-0.000000,-0.000549,0.000051,1.250000,27153.000000,
385.000000,0.000000,0.356248,4.999925,0.000054,-0.000230,1.874988,-0.019363,-0.002137,-0.120161,0.000000,0.000569,-0.000000,-0.000005,0.004979,-0.000059,0.031202,-0.000000,-0.000549,0.000054,1.250000,27157.000000,
390.000000,0.000000,0.365748,4.999919,0.000057,-0.000241,1.899988,-0.019986,-0.002299,-0.124658,0.000000,0.000595,-0.000000,-0.000005,0.005141,-0.000062,0.032376,-0.000000,-0.000590,0.000057,0.714286,27165.000000,
395.000000,0.000000,0.375373,4.999926,0.000060,-0.000253,1.924987,-0.020609,-0.002298,-0.124536,0.000000,0.000621,-0.000000,-0.000006,0.005303,-0.000065,0.032377,-0.000000,-0.000590,0.000060,1.250000,27170.000000,
400.000000,0.000001,0.385123,4.999921,0.000063,-0.000265,1.949987,-0.021254,-0.002467,-0.129043,0.000000,0.000649,-0.000000,-0.000006,0.005471,-0.000068,0.033555,-0.000000,-0.000634,0.000063,1.250000,27174.000000,
405.000000,0.000001,0.394998,4.999929,0.000066,-0.000277,1.974987,-0.021899,-0.002465,-0.128914,0.000000,0.000677,-0.000000,-0.000006,0.005638,-0.000071,0.033556,-0.000000,-0.000634,0.000066,1.666667,27178.000000,
410.000000,0.000001,0.404998,4.999924,0.000069,-0.000291,1.999986,-0.022566,-0.002643,-0.133426,0.000000,0.000706,-0.000000,-0.000007,0.005812,-0.000074,0.034738,-0.000000,-0.000679,0.000069,1.000000,27184.000000,
415.000000,0.000001,0.415122,4.999933,0.000073,-0.000304,2.024986,-0.023232,-0.002641,-0.133288,0.000000,0.000736,-0.000000,-0.000007,0.005986,-0.000078,0.034739,-0.000000,-0.000679,0.000073,1.250000,27188.000000,
420.000000,0.000001,0.425372,4.999928,0.000077,-0.000318,2.049985,-0.023921,-0.002827,-0.137800,0.000000,0.000767,-0.000000,-0.000008,0.006165,-0.000081,0.035923,-0.000000,-0.000727,0.000077,1.250000,27192.000000,
425.000000,0.000001,0.435747,4.999938,0.000080,-0.000332,2.074985,-0.024610,-0.002825,-0.137654,0.000000,0.000799,-0.000000,-0.000008,0.006345,-0.000085,0.035924,-0.000000,-0.000727,0.000080,1.250000,27197.000000,
430.000000,0.000001,0.446247,4.999934,0.000085,-0.000347,2.099985,-0.025320,-0.003019,-0.142162,0.000000,0.000831,-0.000000,-0.000008,0.006531,-0.000089,0.037109,-0.000000,-0.000777,0.000085,1.000000,27202.000000,
435.000000,0.000001,0.456872,4.999944,0.000089,-0.000362,2.124985,-0.026030,-0.003017,-0.142006,0.000000,0.000865,-0.000000,-0.000009,0.006716,-0.000093,0.037110,-0.000000,-0.000777,0.000089,1.250000,27206.000000,
440.000000,0.000001,0.467621,4.999941,0.000093,-0.000378,2.149984,-0.026763,-0.003220,-0.146505,0.000000,0.000899,-0.000000,-0.000009,0.006908,-0.000097,0.038295,-0.000000,-0.000829,0.000093,1.250000,27211.000000,
445.000000,0.000001,0.478496,4.999953,0.000098,-0.000394,2.174984,-0.027495,-0.003218,-0.146341,0.000000,0.000935,-0.000000,-0.000010,0.007099,-0.000101,0.038296,-0.000000,-0.000829,0.000098,0.714286,27218.000000,
450.000000,0.000001,0.489496,4.999950,0.000102,-0.000412,2.199984,-0.028249,-0.003429,-0.150825,0.000000,0.000971,-0.000000,-0.000010,0.007296,-0.000106,0.039480,-0.000000,-0.000883,0.000102,1.250000,27223.000000,
455.000000,0.000001,0.500621,4.999963,0.000107,-0.000429,2.224984,-0.029002,-0.003426,-0.150651,0.000000,0.001009,-0.000000,-0.000011,0.007494,-0.000110,0.039482,-0.000000,-0.000883,0.000107,0.714286,27230.000000,
460.000000,0.000001,0.511871,4.999961,0.000112,-0.000447,2.249983,-0.029778,-0.003646,-0.155117,0.000000,0.001047,-0.000000,-0.000011,0.007697,-0.000115,0.040663,-0.000000,-0.000940,0.000112,1.000000,27236.000000,
465.000000,0.000001,0.523245,4.999975,0.000117,-0.000465,2.274983,-0.030552,-0.003644,-0.154933,0.000000,0.001087,-0.000000,-0.000012,0.007900,-0.000119,0.040664,-0.000000,-0.000940,0.000117,1.250000,27240.000000,
470.000000,0.000001,0.534745,4.999974,0.000123,-0.000485,2.299983,-0.031349,-0.003873,-0.159375,0.000000,0.001127,-0.000000,-0.000013,0.008110,-0.000124,0.041842,-0.000000,-0.000999,0.000123,1.250000,27244.000000,
475.000000,0.000001,0.546370,4.999989,0.000128,-0.000504,2.324983,-0.032145,-0.003870,-0.159181,0.000000,0.001169,-0.000000,-0.000013,0.008319,-0.000129,0.041844,-0.000000,-0.000999,0.000128,1.000000,27250.000000,
480.000000,0.000001,0.558119,4.999989,0.000134,-0.000524,2.349983,-0.032963,-0.004108,-0.163594,0.000000,0.001212,-0.000000,-0.000014,0.008534,-0.000135,0.043017,-0.000000,-0.001060,0.000134,1.250000,27254.000000,
