timestamp,rocket_x,rocket_y,rocket_z,rocket_vx,rocket_vy,rocket_vz,rocket_ax,rocket_ay,rocket_az,rocket_theta,rocket_phi,rocket_wy,rocket_psi,rocket_wx,rocket_wz,rocket_alphx,rocket_alphy,rocket_alphz,course_deviation,simSpeed,systemTime
250.000000,0.000000,0.147000,0.000001,-0.000000,1.200000,-0.000313,-0.000002,5.000000,-0.002484,0.000000,0.000007,-0.000000,-0.000000,0.000080,-0.000000,0.000639,-0.000000,-0.000000,0.000001,1.250000,107348.000000,
255.000000,0.000000,0.153125,0.000001,-0.000000,1.225000,-0.000326,-0.000002,5.000000,-0.002607,0.000000,0.000007,-0.000000,-0.000000,0.000083,-0.000000,0.000671,-0.000000,-0.000000,0.000001,1.250000,107352.000000,
260.000000,0.000000,0.159375,0.000001,-0.000000,1.250000,-0.000339,-0.000002,5.000000,-0.002606,0.000000,0.000008,-0.000000,-0.000000,0.000087,-0.000000,0.000671,-0.000000,-0.000000,0.000001,0.714286,107360.000000,
265.000000,0.000000,0.165750,0.000001,-0.000000,1.275000,-0.000352,-0.000002,5.000000,-0.002604,0.000000,0.000008,-0.000000,-0.000000,0.000090,-0.000000,0.000671,-0.000000,-0.000001,0.000001,1.250000,107364.000000,
270.000000,0.000000,0.172250,0.000001,-0.000000,1.300000,-0.000366,-0.000002,5.000000,-0.002795,0.000000,0.000009,-0.000000,-0.000000,0.000094,-0.000000,0.000720,-0.000000,-0.000001,0.000001,1.250000,107368.000000,
275.000000,0.000000,0.178875,0.000001,-0.000000,1.325000,-0.000380,-0.000002,5.000000,-0.002793,0.000000,0.000009,-0.000000,-0.000000,0.000097,-0.000000,0.000720,-0.000000,-0.000001,0.000001,1.000000,107374.000000,
280.000000,0.000000,0.185625,0.000001,-0.000000,1.350000,-0.000394,-0.000002,5.000000,-0.002922,0.000000,0.000010,-0.000000,-0.000000,0.000101,-0.000000,0.000754,-0.000000,-0.000001,0.000001,1.250000,107379.000000,
285.000000,0.000000,0.192500,0.000001,-0.000000,1.375000,-0.000409,-0.000002,5.000000,-0.002920,0.000000,0.000010,-0.000000,-0.000000,0.000105,-0.000000,0.000754,-0.000000,-0.000001,0.000001,1.250000,107383.000000,
290.000000,0.000000,0.199500,0.000001,-0.000000,1.400000,-0.000424,-0.000002,5.000000,-0.003051,0.000000,0.000011,-0.000000,-0.000000,0.000109,-0.000000,0.000788,-0.000000,-0.000001,0.000001,1.250000,107387.000000,
295.000000,0.000000,0.206625,0.000001,-0.000000,1.425000,-0.000439,-0.000003,5.000000,-0.003048,0.000000,0.000011,-0.000000,-0.000000,0.000113,-0.000000,0.000788,-0.000000,-0.000001,0.000001,0.833333,107394.000000,
300.000000,0.000000,0.213875,0.000001,-0.000000,1.450000,-0.000455,-0.000003,5.000000,-0.003182,0.000000,0.000012,-0.000000,-0.000000,0.000117,-0.000000,0.000822,-0.000000,-0.000001,0.000001,0.833333,107401.000000,
305.000000,0.000000,0.221250,0.000001,-0.000000,1.475000,-0.000471,-0.000003,5.000000,-0.003179,0.000000,0.000013,-0.000000,-0.000000,0.000121,-0.000000,0.000822,-0.000000,-0.000001,0.000001,0.625000,107410.000000,
310.000000,0.000000,0.228750,0.000001,-0.000000,1.500000,-0.000488,-0.000003,5.000000,-0.003315,0.000000,0.000013,-0.000000,-0.000000,0.000125,-0.000000,0.000858,-0.000000,-0.000001,0.000001,1.000000,107415.000000,
315.000000,0.000000,0.236375,0.000001,-0.000000,1.525000,-0.000504,-0.000003,5.000000,-0.003312,0.000000,0.000014,-0.000000,-0.000000,0.000129,-0.000000,0.000858,-0.000000,-0.000001,0.000001,0.833333,107422.000000,
320.000000,0.000000,0.244125,0.000001,-0.000000,1.550000,-0.000522,-0.000003,5.000000,-0.003449,0.000000,0.000015,-0.000000,-0.000000,0.000134,-0.000000,0.000894,-0.000000,-0.000001,0.000001,1.000000,107428.000000,
325.000000,0.000000,0.252000,0.000001,-0.000000,1.575000,-0.000539,-0.000003,5.000000,-0.003446,0.000000,0.000015,-0.000000,-0.000000,0.000138,-0.000000,0.000894,-0.000000,-0.000001,0.000001,0.833333,107434.000000,
330.000000,0.000000,0.260000,0.000001,-0.000000,1.600000,-0.000557,-0.000003,5.000000,-0.003586,0.000000,0.000016,-0.000000,-0.000000,0.000143,-0.000000,0.000930,-0.000000,-0.000001,0.000001,0.833333,107440.000000,
335.000000,0.000000,0.268125,0.000002,-0.000000,1.625000,-0.000575,-0.000003,5.000000,-0.003583,0.000000,0.000017,-0.000000,-0.000000,0.000148,-0.000000,0.000930,-0.000000,-0.000001,0.000002,1.250000,107445.000000,
340.000000,0.000000,0.276375,0.000002,-0.000000,1.650000,-0.000593,-0.000003,5.000000,-0.003724,0.000000,0.000017,-0.000000,-0.000000,0.000153,-0.000000,0.000967,-0.000000,-0.000001,0.000002,0.416667,107458.000000,
345.000000,0.000000,0.284750,0.000002,-0.000000,1.675000,-0.000612,-0.000004,5.000000,-0.003721,0.000000,0.000018,-0.000000,-0.000000,0.000157,-0.000000,0.000967,-0.000000,-0.000001,0.000002,1.250000,107462.000000,
350.000000,0.000000,0.293250,0.000002,-0.000000,1.700000,-0.000631,-0.000004,5.000000,-0.003865,0.000000,0.000019,-0.000000,-0.000000,0.000162,-0.000000,0.001004,-0.000000,-0.000001,0.000002,1.250000,107467.000000,
355.000000,0.000000,0.301875,0.000002,-0.000000,1.725000,-0.000651,-0.000004,5.000000,-0.003861,0.000000,0.000020,-0.000000,-0.000000,0.000167,-0.000000,0.001004,-0.000000,-0.000001,0.000002,1.250000,107472.000000,
360.000000,0.000000,0.310625,0.000002,-0.000000,1.750000,-0.000671,-0.000004,5.000000,-0.004007,0.000000,0.000021,-0.000000,-0.000000,0.000173,-0.000000,0.001043,-0.000000,-0.000001,0.000002,1.250000,107476.000000,
365.000000,0.000000,0.319500,0.000002,-0.000000,1.775000,-0.000691,-0.000004,5.000000,-0.004003,0.000000,0.000022,-0.000000,-0.000000,0.000178,-0.000000,0.001043,-0.000000,-0.000001,0.000002,1.250000,107480.000000,
370.000000,0.000000,0.328500,0.000002,-0.000001,1.800000,-0.000711,-0.000004,5.000000,-0.004150,0.000000,0.000023,-0.000000,-0.000000,0.000183,-0.000000,0.001081,-0.000000,-0.000001,0.000002,1.250000,107485.000000,
375.000000,0.000000,0.337625,0.000002,-0.000001,1.825000,-0.000732,-0.000004,5.000000,-0.004146,0.000000,0.000023,-0.000000,-0.000000,0.000189,-0.000000,0.001081,-0.000000,-0.000001,0.000002,1.000000,107490.000000,
380.000000,0.000000,0.346875,0.000002,-0.000001,1.850000,-0.000754,-0.000004,5.000000,-0.004296,0.000000,0.000024,-0.000000,-0.000000,0.000194,-0.000000,0.001121,-0.000000,-0.000001,0.000002,1.250000,107495.000000,
385.000000,0.000000,0.356250,0.000003,-0.000001,1.875000,-0.000775,-0.000005,5.000000,-0.004291,0.000000,0.000025,-0.000000,-0.000000,0.000200,-0.000000,0.001121,-0.000000,-0.000001,0.000003,1.250000,107499.000000,
390.000000,0.000000,0.365750,0.000003,-0.000001,1.900000,-0.000797,-0.000005,5.000000,-0.004443,0.000000,0.000026,-0.000000,-0.000000,0.000206,-0.000000,0.001160,-0.000000,-0.000001,0.000003,0.833333,107506.000000,
395.000000,0.000000,0.375375,0.000003,-0.000001,1.925000,-0.000819,-0.000005,5.000000,-0.004438,0.000000,0.000028,-0.000000,-0.000000,0.000211,-0.000000,0.001160,-0.000000,-0.000001,0.000003,1.250000,107510.000000,
400.000000,0.000000,0.385125,0.000003,-0.000001,1.950000,-0.000842,-0.000005,5.000000,-0.004591,0.000000,0.000029,-0.000000,-0.000000,0.000217,-0.000000,0.001201,-0.000000,-0.000001,0.000003,1.250000,107515.000000,
405.000000,0.000000,0.395000,0.000003,-0.000001,1.975000,-0.000865,-0.000005,5.000000,-0.004586,0.000000,0.000030,-0.000000,-0.000000,0.000223,-0.000000,0.001201,-0.000000,-0.000001,0.000003,1.250000,107520.000000,
410.000000,0.000000,0.405000,0.000003,-0.000001,2.000000,-0.000889,-0.000005,5.000000,-0.004741,0.000000,0.000031,-0.000000,-0.000000,0.000230,-0.000000,0.001242,-0.000000,-0.000001,0.000003,1.000000,107525.000000,
415.000000,0.000000,0.415125,0.000003,-0.000001,2.025000,-0.000913,-0.000005,5.000000,-0.004736,0.000000,0.000032,-0.000000,-0.000000,0.000236,-0.000000,0.001242,-0.000000,-0.000001,0.000003,1.250000,107530.000000,
420.000000,0.000000,0.425375,0.000004,-0.000001,2.050000,-0.000937,-0.000005,5.000000,-0.004893,0.000000,0.000033,-0.000000,-0.000000,0.000242,-0.000000,0.001283,-0.000000,-0.000001,0.000004,1.000000,107535.000000,
425.000000,0.000000,0.435750,0.000004,-0.000001,2.075000,-0.000962,-0.000006,5.000000,-0.004887,0.000000,0.000035,-0.000000,-0.000000,0.000249,-0.000000,0.001283,-0.000000,-0.000001,0.000004,1.000000,107540.000000,
430.000000,0.000000,0.446250,0.000004,-0.000001,2.100000,-0.000987,-0.000006,5.000000,-0.005046,0.000000,0.000036,-0.000000,-0.000000,0.000255,-0.000000,0.001325,-0.000000,-0.000001,0.000004,1.250000,107545.000000,
435.000000,0.000000,0.456875,0.000004,-0.000001,2.125000,-0.001012,-0.000006,5.000000,-0.005040,0.000000,0.000037,-0.000000,-0.000000,0.000262,-0.000000,0.001325,-0.000000,-0.000002,0.000004,1.250000,107549.000000,
440.000000,0.000000,0.467625,0.000004,-0.000001,2.150000,-0.001038,-0.000006,5.000000,-0.005200,0.000000,0.000038,-0.000000,-0.000000,0.000269,-0.000000,0.001367,-0.000000,-0.000002,0.000004,1.250000,107554.000000,
